Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,
WW01,5/12/2012,11:22,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.17,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.49,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,pH - 00400,5.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,"Phosphorus, Dissolved - 00666",14,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,"Phosphorus, Total - 00665",23,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,5/12/2012,11:22,,,,Secchi Depth - 00069,1.83,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,0.2,Temperature - 00011,14.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,5/12/2012,11:22,Grab,Water,1,Temperature - 00011,15.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,5/20/2012,12:28,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,5/20/2012,12:28,,,,Secchi Depth - 00069,2.13,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,5/20/2012,12:28,Grab,Water,0.2,Temperature - 00011,19.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,5/20/2012,12:28,Grab,Water,1,Temperature - 00011,22.2,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,5/26/2012,12:02,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,5/26/2012,12:02,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,5/26/2012,12:02,,,,Secchi Depth - 00069,2.04,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,5/26/2012,12:02,Grab,Water,0.2,Temperature - 00011,20.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,5/26/2012,12:02,Grab,Water,1,Temperature - 00011,22.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/3/2012,13:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/3/2012,13:00,,,,Secchi Depth - 00069,1.76,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/3/2012,13:00,Grab,Water,1,Temperature - 00011,20.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/3/2012,13:00,Grab,Water,0.2,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/10/2012,13:50,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,6/10/2012,13:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/10/2012,13:50,,,,Secchi Depth - 00069,2.29,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/10/2012,13:50,Grab,Water,1,Temperature - 00011,20.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/10/2012,13:50,Grab,Water,0.2,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/16/2012,14:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/16/2012,14:00,,,,Secchi Depth - 00069,2.61,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/16/2012,14:00,Grab,Water,1,Temperature - 00011,21.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/16/2012,14:00,Grab,Water,0.2,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/24/2012,11:15,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,6/24/2012,11:15,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/24/2012,11:15,,,,Secchi Depth - 00069,2.54,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/24/2012,11:15,Grab,Water,1,Temperature - 00011,24.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/24/2012,11:15,Grab,Water,0.2,Temperature - 00011,25.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/30/2012,12:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/30/2012,12:50,,,,Secchi Depth - 00069,2.48,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,6/30/2012,12:50,Grab,Water,1,Temperature - 00011,24.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,6/30/2012,12:50,Grab,Water,0.2,Temperature - 00011,25.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/7/2012,11:45,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,7/7/2012,11:45,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/7/2012,11:45,,,,Secchi Depth - 00069,2.44,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/7/2012,11:45,Grab,Water,1,Temperature - 00011,26.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/7/2012,11:45,Grab,Water,0.2,Temperature - 00011,27.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/14/2012,13:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/14/2012,13:00,,,,Secchi Depth - 00069,2.8,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/14/2012,13:00,Grab,Water,1,Temperature - 00011,26.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/14/2012,13:00,Grab,Water,0.2,Temperature - 00011,27.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/21/2012,11:10,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,7/21/2012,11:10,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.15,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/21/2012,11:10,,,,Secchi Depth - 00069,2.85,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/21/2012,11:10,Grab,Water,0.2,Temperature - 00011,23.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/21/2012,11:10,Grab,Water,1,Temperature - 00011,23.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,Alkalinity - 00410,9.1,mg/l,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,7/28/2012,12:08,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,0.5,Enterococci - 31639,245,MPN/100ml,,1,MPN/100ml,2,MPN/100ml,URIWW,,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.325,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.35,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,pH - 00400,6.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Phosphorus, Dissolved - 00666",5,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,"Phosphorus, Total - 00665",13,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,7/28/2012,12:08,,,,Secchi Depth - 00069,2.8,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,1,Temperature - 00011,24.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,7/28/2012,12:08,Grab,Water,0.2,Temperature - 00011,25.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/4/2012,13:05,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/4/2012,13:05,,,,Secchi Depth - 00069,2.78,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/4/2012,13:05,Grab,Water,1,Temperature - 00011,27.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/4/2012,13:05,Grab,Water,0.2,Temperature - 00011,29.2,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/11/2012,14:00,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,8/11/2012,14:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/11/2012,14:00,,,,Secchi Depth - 00069,2.4,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/11/2012,14:00,Grab,Water,1,Temperature - 00011,24.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/11/2012,14:00,Grab,Water,0.2,Temperature - 00011,26.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/19/2012,12:36,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/19/2012,12:36,,,,Secchi Depth - 00069,2.74,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/19/2012,12:36,Grab,Water,1,Temperature - 00011,23.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/19/2012,12:36,Grab,Water,0.2,Temperature - 00011,23.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/26/2012,12:10,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,8/26/2012,12:10,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.25,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/26/2012,12:10,,,,Secchi Depth - 00069,3.13,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,8/26/2012,12:10,Grab,Water,1,Temperature - 00011,23.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,8/26/2012,12:10,Grab,Water,0.2,Temperature - 00011,24.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/2/2012,12:35,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/2/2012,12:35,,,,Secchi Depth - 00069,3.26,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/2/2012,12:35,Grab,Water,1,Temperature - 00011,23.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/2/2012,12:35,Grab,Water,0.2,Temperature - 00011,23.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/8/2012,11:15,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,9/8/2012,11:15,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/8/2012,11:15,,,,Secchi Depth - 00069,2.25,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/8/2012,11:15,Grab,Water,0.2,Temperature - 00011,23.4,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/8/2012,11:15,Grab,Water,1,Temperature - 00011,24.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/16/2012,11:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.45,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/16/2012,11:30,,,,Secchi Depth - 00069,2.6,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/16/2012,11:30,Grab,Water,1,Temperature - 00011,19.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/16/2012,11:30,Grab,Water,0.2,Temperature - 00011,19.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/22/2012,13:45,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,9/22/2012,13:45,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/22/2012,13:45,,,,Secchi Depth - 00069,2.53,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/22/2012,13:45,Grab,Water,1,Temperature - 00011,19.4,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/22/2012,13:45,Grab,Water,0.2,Temperature - 00011,20.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/30/2012,12:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.35,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/30/2012,12:30,,,,Secchi Depth - 00069,2.38,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,9/30/2012,12:30,Grab,Water,0.2,Temperature - 00011,16.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,9/30/2012,12:30,Grab,Water,1,Temperature - 00011,17.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/6/2012,13:40,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,10/6/2012,13:40,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/6/2012,13:40,,,,Secchi Depth - 00069,2.05,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/6/2012,13:40,Grab,Water,0.2,Temperature - 00011,19.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/6/2012,13:40,Grab,Water,1,Temperature - 00011,19.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/14/2012,13:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/14/2012,13:30,,,,Secchi Depth - 00069,1.95,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/14/2012,13:30,Grab,Water,0.2,Temperature - 00011,11.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/14/2012,13:30,Grab,Water,1,Temperature - 00011,12.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,Alkalinity - 00410,5.8,mg/l,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,Chloride - 00940,22,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,10/20/2012,12:45,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,0.5,Enterococci - 31639,48,MPN/100ml,,1,MPN/100ml,2,MPN/100ml,URIWW,,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.215,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.5,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Phosphorus, Dissolved - 00666",9,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,"Phosphorus, Total - 00665",7,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,10/20/2012,12:45,,,,Secchi Depth - 00069,2.04,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,0.2,Temperature - 00011,15.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/20/2012,12:45,Grab,Water,1,Temperature - 00011,16.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW02,5/25/2012,13:30,Grab,Water,1,Alkalinity - 00410,5.1,mg/l,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1,Chloride - 00940,13,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,3.7,Chloride - 00940,19,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Barber Pond,
WW02,5/25/2012,13:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,3.5,Dissolved Oxygen - 00300,2.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,3,Dissolved Oxygen - 00300,4.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,2.5,Dissolved Oxygen - 00300,4.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,2,Dissolved Oxygen - 00300,4.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1.5,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1,Dissolved Oxygen - 00300,7.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,0.5,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,3.7,"Nitrate + Nitrite, Dissolved - 00631",0.115,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Barber Pond,
WW02,5/25/2012,13:30,Grab,Water,3.7,"Nitrogen, Ammonia Dissolved as N - 00608",0.1,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Barber Pond,
