Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,Watershed Code,Monitor 1,Monitor 2
WW08,09/21/2016,,Grab,Water,1,Alkalinity - 00410,22.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (NK),PE,,
WW08,10/20/2016,,Grab,Water,1,Alkalinity - 00410,18.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (NK),PE,,
WW09,05/14/2016,,Grab,Water,1,Alkalinity - 00410,0.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),PA,,
WW09,05/14/2016,,Replicate,Water,1,Alkalinity - 00410,0.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),PA,,
WW09,07/23/2016,,Grab,Water,1,Alkalinity - 00410,0.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),PA,,
WW09,08/27/2016,,Grab,Water,1,Alkalinity - 00410,0.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),PA,,
WW09,10/21/2016,,Grab,Water,1,Alkalinity - 00410,0.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),PA,,
WW12,05/20/2016,,Grab,Water,1,Alkalinity - 00410,2.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Deep Pond,CW,,
WW12,07/29/2016,,Grab,Water,1,Alkalinity - 00410,2.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,Tested on 8/1/16,Deep Pond,CW,,
WW135,05/14/2016,,Grab,Water,1,Alkalinity - 00410,0.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Bowdish Lake,TH,,
WW135,07/22/2016,,Grab,Water,1,Alkalinity - 00410,2.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Bowdish Lake,TH,,
WW135,10/15/2016,,Grab,Water,1,Alkalinity - 00410,2.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Bowdish Lake,TH,,
WW145,06/11/2016,,Grab,Water,1,Alkalinity - 00410,7.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,1,Alkalinity - 00410,7.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Replicate,Water,1,Alkalinity - 00410,7.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,1,Alkalinity - 00410,10.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,1,Alkalinity - 00410,8.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,TA,,
WW147,05/09/2016,,Grab,Water,1,Alkalinity - 00410,2.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Coventry Reservoir (Stump P),PA,,
WW147,07/23/2016,,Grab,Water,1,Alkalinity - 00410,9.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Coventry Reservoir (Stump P),PA,,
WW148,05/13/2016,,Grab,Water,1,Alkalinity - 00410,8.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wash Pond,CW,,
WW148,05/13/2016,,Replicate,Water,1,Alkalinity - 00410,8.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wash Pond,CW,,
WW148,07/22/2016,,Grab,Water,1,Alkalinity - 00410,9.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wash Pond,CW,,
WW148,08/24/2016,,Grab,Water,1,Alkalinity - 00410,11.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wash Pond,CW,,
WW148,10/20/2016,,Grab,Water,1,Alkalinity - 00410,10.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wash Pond,CW,,
WW149,05/14/2016,,Grab,Water,1,Alkalinity - 00410,1.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Beach Pond,TH,,
WW149,06/11/2016,,Grab,Water,1,Alkalinity - 00410,2.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Beach Pond,TH,,
WW149,07/22/2016,,Grab,Water,1,Alkalinity - 00410,4.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Beach Pond,TH,,
WW149,09/24/2016,,Grab,Water,1,Alkalinity - 00410,3.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Beach Pond,TH,,
WW149,10/20/2016,,Grab,Water,1,Alkalinity - 00410,3.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Beach Pond,TH,,
WW15,07/03/2016,,Grab,Water,1,Alkalinity - 00410,8.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Flat River Reservoir,PA,,
WW15,08/06/2016,,Grab,Water,1,Alkalinity - 00410,8.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,Tested on 8/8/16,Flat River Reservoir,PA,,
WW15,08/28/2016,,Grab,Water,1,Alkalinity - 00410,7.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Flat River Reservoir,PA,,
WW15,10/14/2016,,Grab,Water,1,Alkalinity - 00410,7.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Flat River Reservoir,PA,,
WW154,05/12/2016,,Grab,Water,1,Alkalinity - 00410,21.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW154,05/12/2016,,Replicate,Water,1,Alkalinity - 00410,21.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW154,07/27/2016,,Grab,Water,1,Alkalinity - 00410,23.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW154,09/22/2016,,Grab,Water,1,Alkalinity - 00410,21.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW154,10/19/2016,,Grab,Water,1,Alkalinity - 00410,24.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW154,10/19/2016,,Replicate,Water,1,Alkalinity - 00410,22.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Gorton Pond,GB,,
WW157,05/10/2016,,Grab,Water,1,Alkalinity - 00410,1.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wallum Lake,B,,
WW159,05/13/2016,,Grab,Water,1,Alkalinity - 00410,51.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Briggs Marsh,CE,,
WW159,07/23/2016,,Grab,Water,0.5,Alkalinity - 00410,49.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,Tested 7/26/16,Briggs Marsh,CE,,
WW159,10/23/2016,,Grab,Water,1,Alkalinity - 00410,90.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Briggs Marsh,CE,,
WW16,05/14/2016,,Grab,Water,1,Alkalinity - 00410,10.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,WO,,
WW16,07/21/2016,,Grab,Water,1,Alkalinity - 00410,16.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,Tested on 7/22/16,Georgiaville Pond,WO,,
WW16,09/23/2016,,Grab,Water,1,Alkalinity - 00410,18.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,WO,,
WW16,10/24/2016,,Grab,Water,1,Alkalinity - 00410,17.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,WO,,
WW17,07/23/2016,,Grab,Water,1,Alkalinity - 00410,15.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hundred Acre Pond,WD,,
WW17,10/22/2016,,Grab,Water,1,Alkalinity - 00410,17.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hundred Acre Pond,WD,,
WW18,05/12/2016,,Grab,Water,1,Alkalinity - 00410,3.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,S,,
WW18,07/22/2016,,Grab,Water,1,Alkalinity - 00410,3.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,S,,
WW18,07/22/2016,,Replicate,Water,1,Alkalinity - 00410,4.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,S,,
WW18,10/20/2016,,Grab,Water,1,Alkalinity - 00410,3.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,S,,
WW183,05/12/2016,,Grab,Water,1,Alkalinity - 00410,30.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Melville Pond - Upper,NA,,
WW183,07/20/2016,,Grab,Water,1,Alkalinity - 00410,43.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Melville Pond - Upper,NA,,
WW183,10/19/2016,,Grab,Water,1,Alkalinity - 00410,36.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Melville Pond - Upper,NA,,
WW19,05/09/2016,,Grab,Water,1,Alkalinity - 00410,2.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,Run on 5/10/16,Keech Pond,B,,
WW19,10/10/2016,,Grab,Water,1,Alkalinity - 00410,6.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Keech Pond,B,,
WW190,05/12/2016,,Grab,Water,0.5,Alkalinity - 00410,21.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW190,06/10/2016,,Grab,Water,0.5,Alkalinity - 00410,24.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW190,07/21/2016,,Grab,Water,0.5,Alkalinity - 00410,22.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW190,08/26/2016,,Grab,Water,0.2,Alkalinity - 00410,29.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW190,09/23/2016,,Grab,Water,0.25,Alkalinity - 00410,23.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW190,10/20/2016,,Grab,Water,0.25,Alkalinity - 00410,21.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Annaquatucket Mill Pond,A,,
WW192,09/23/2016,,Grab,Water,0.5,Alkalinity - 00410,59.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wesquage Pond,NA,,
WW192,10/20/2016,,Grab,Water,0.5,Alkalinity - 00410,52.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wesquage Pond,NA,,
WW199,05/14/2016,,Grab,Water,0.5,Alkalinity - 00410,55.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Almy Pond,CC,,
WW199,07/23/2016,,Grab,Water,0.5,Alkalinity - 00410,85.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Almy Pond,CC,,
WW20,05/14/2016,,Grab,Water,1,Alkalinity - 00410,4.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Little Pond,NA,,
WW20,07/21/2016,,Grab,Water,1,Alkalinity - 00410,4.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Little Pond,NA,,
WW20,09/14/2016,,Grab,Water,1,Alkalinity - 00410,7.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Little Pond,NA,,
WW20,10/21/2016,,Grab,Water,1,Alkalinity - 00410,5.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Little Pond,NA,,
WW200,05/14/2016,,Grab,Water,1,Alkalinity - 00410,23.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Chapman Pond,WD,,
WW200,07/23/2016,,Grab,Water,1,Alkalinity - 00410,34.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Chapman Pond,WD,,
WW200,10/22/2016,,Grab,Water,1,Alkalinity - 00410,46.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Chapman Pond,WD,,
WW201,05/14/2016,,Grab,Water,1,Alkalinity - 00410,12.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hawkins Pond,WO,,
WW201,07/22/2016,,Grab,Water,1,Alkalinity - 00410,18.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hawkins Pond,WO,,
WW201,08/27/2016,,Grab,Water,1,Alkalinity - 00410,16.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hawkins Pond,WO,,
WW201,10/21/2016,,Grab,Water,1,Alkalinity - 00410,13.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Hawkins Pond,WO,,
WW203,05/14/2016,,Grab,Water,1,Alkalinity - 00410,99.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Nanaquaket Pond,SK,,
WW203,05/14/2016,,Replicate,Water,1,Alkalinity - 00410,100.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Nanaquaket Pond,SK,,
WW203,07/21/2016,,Grab,Water,1,Alkalinity - 00410,99.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Nanaquaket Pond,SK,,
WW209,05/18/2016,,Grab,Water,1,Alkalinity - 00410,14.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Asa Pond,S,,
WW209,07/22/2016,,Grab,Water,1,Alkalinity - 00410,18.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Asa Pond,S,,
WW209,10/20/2016,,Grab,Water,1,Alkalinity - 00410,13.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Asa Pond,S,,
WW21,05/13/2016,,Grab,Water,1,Alkalinity - 00410,2.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Locustville Pond,WD,,
WW21,07/22/2016,,Grab,Water,1,Alkalinity - 00410,5.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Locustville Pond,WD,,
WW21,10/20/2016,,Grab,Water,1,Alkalinity - 00410,6.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Locustville Pond,WD,,
WW210,05/12/2016,,Grab,Water,1,Alkalinity - 00410,4.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Billings Lake (CT),QB,,
WW211,05/12/2016,,Grab,Water,1,Alkalinity - 00410,7.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Blue Lake (CT),QB,,
WW211,07/22/2016,,Grab,Water,1,Alkalinity - 00410,12.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Blue Lake (CT),QB,,
WW211,10/20/2016,,Grab,Water,1,Alkalinity - 00410,10.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Blue Lake (CT),QB,,
WW214,05/14/2016,,Grab,Water,1,Alkalinity - 00410,0.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wincheck Pond,WD,,
WW214,07/23/2016,,Grab,Water,1,Alkalinity - 00410,2.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wincheck Pond,WD,,
WW214,09/24/2016,,Grab,Water,1,Alkalinity - 00410,2.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wincheck Pond,WD,,
WW214,10/21/2016,,Grab,Water,1,Alkalinity - 00410,2.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wincheck Pond,WD,,
WW215,05/13/2016,,Grab,Water,1,Alkalinity - 00410,6.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Spaulding Pond,WD,,
WW215,07/25/2016,,Grab,Water,1,Alkalinity - 00410,14.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Spaulding Pond,WD,,
WW215,10/19/2016,,Grab,Water,1,Alkalinity - 00410,13.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Spaulding Pond,WD,,
WW216,05/14/2016,,Grab,Water,1,Alkalinity - 00410,7.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wyassup Lake,WD,,
WW216,07/22/2016,,Grab,Water,1,Alkalinity - 00410,9.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wyassup Lake,WD,,
WW216,07/22/2016,,Replicate,Water,1,Alkalinity - 00410,8.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wyassup Lake,WD,,
WW216,09/23/2016,,Grab,Water,1,Alkalinity - 00410,8.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wyassup Lake,WD,,
WW216,09/23/2016,,Replicate,Water,1,Alkalinity - 00410,9.0,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Wyassup Lake,WD,,
