WW ID,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter #,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,Enterococci - 31639,193.5,MPN/100,,1,MPN/100,1,MPN/100,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.89,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",2.12,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,pH - 00400,7.4,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",42,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,7/12/2018,8:20:00 AM,Grab,Water,0.2,"Phosphorus, Total - 00665",56,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,Chloride - 00940,43,mg/l,,1,mg/l,1,mg/l,,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,Enterococci - 31639,138.2,MPN/100,,2,MPN/100,2,MPN/100,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.4,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.61,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",43,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,8/17/2018,9:00:00 AM,Grab,Water,0.2,"Phosphorus, Total - 00665",53,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,Enterococci - 31639,264,MPN/100,,2,MPN/100,2,MPN/100,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.315,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.505,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",28,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,9/16/2018,,Grab,Water,0.2,"Phosphorus, Total - 00665",40,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,10/18/2018,9:30:00 AM,Grab,Water,0.2,Chloride - 00940,38,mg/l,,1,mg/l,1,mg/l,,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
WW105,10/18/2018,9:30:00 AM,Grab,Water,0.2,Enterococci - 31639,46.2,MPN/100,,2,MPN/100,2,MPN/100,URIWW,,,,,,,Annaquatket - Belleville @ RR Xing,,,A
