Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,
WW01,05/21/2011,12:00,Grab,Water,1,Temperature - 00011,17,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,05/28/2011,13:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0,m,0.1,m,,,,Alton Pond,
WW01,05/28/2011,13:50,,,,Secchi Depth - 00069,1.9,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,05/28/2011,13:50,Grab,Water,0.2,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,05/28/2011,13:50,Grab,Water,1,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/04/2011,13:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,06/04/2011,13:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0,m,0.1,m,,,,Alton Pond,
WW01,06/04/2011,13:30,,,,Secchi Depth - 00069,1.9,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,06/04/2011,13:30,Grab,Water,0.2,Temperature - 00011,23,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/04/2011,13:30,Grab,Water,1,Temperature - 00011,20.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/11/2011,13:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0,m,0.1,m,,,,Alton Pond,
WW01,06/11/2011,13:00,,,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,06/11/2011,13:00,Grab,Water,0.2,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/11/2011,13:00,Grab,Water,1,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/19/2011,12:20,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,06/19/2011,12:20,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0,m,0.1,m,,,,Alton Pond,
WW01,06/19/2011,12:20,,,,Secchi Depth - 00069,1.8,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,06/19/2011,12:20,Grab,Water,0.2,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/19/2011,12:20,Grab,Water,1,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/26/2011,13:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0,m,0.1,m,,,,Alton Pond,
WW01,06/26/2011,13:50,,,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,06/26/2011,13:50,Grab,Water,0.2,Temperature - 00011,21.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,06/26/2011,13:50,Grab,Water,1,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/02/2011,12:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,07/02/2011,12:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0,m,0.1,m,,,,Alton Pond,
WW01,07/02/2011,12:30,,,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,07/02/2011,12:30,Grab,Water,0.2,Temperature - 00011,24,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/02/2011,12:30,Grab,Water,1,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/10/2011,14:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0,m,0.1,m,,,,Alton Pond,
WW01,07/10/2011,14:00,,,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,07/10/2011,14:00,Grab,Water,0.2,Temperature - 00011,24,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/10/2011,14:00,Grab,Water,1,Temperature - 00011,25,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/16/2011,10:50,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,07/16/2011,10:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0,m,0.1,m,,,,Alton Pond,
WW01,07/16/2011,10:50,,,,Secchi Depth - 00069,1.7,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,07/16/2011,10:50,Grab,Water,0.2,Temperature - 00011,23.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/16/2011,10:50,Grab,Water,1,Temperature - 00011,24.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,07/23/2011,13:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0,m,0.1,m,,,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,0.5,Enterococci - 31639,53.1,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.27,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.610,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Phosphorus, Dissolved - 00666",7,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,"Phosphorus, Total - 00665",18,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,07/23/2011,13:00,,,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,0.2,Temperature - 00011,29,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/23/2011,13:00,Grab,Water,1,Temperature - 00011,28,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/31/2011,10:05,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0,m,0.1,m,,,,Alton Pond,
WW01,07/31/2011,10:05,,,,Secchi Depth - 00069,3.2,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,07/31/2011,10:05,Grab,Water,0.2,Temperature - 00011,24.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,07/31/2011,10:05,Grab,Water,1,Temperature - 00011,24.2,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/06/2011,12:00,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,08/06/2011,12:00,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,08/06/2011,12:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0,m,0.1,m,,,,Alton Pond,
WW01,08/06/2011,12:00,,,,Secchi Depth - 00069,2.6,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,08/06/2011,12:00,Grab,Water,0.2,Temperature - 00011,25,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/06/2011,12:00,Grab,Water,1,Temperature - 00011,24.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/13/2011,12:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0,m,0.1,m,,,,Alton Pond,
WW01,08/13/2011,12:00,,,,Secchi Depth - 00069,3.2,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,08/13/2011,12:00,Grab,Water,0.2,Temperature - 00011,25.2,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/13/2011,12:00,Grab,Water,1,Temperature - 00011,24.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/20/2011,10:45,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,08/20/2011,10:45,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,08/20/2011,10:45,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0,m,0.1,m,,,,Alton Pond,
WW01,08/20/2011,10:45,,,,Secchi Depth - 00069,1.7,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,08/20/2011,10:45,Grab,Water,0.2,Temperature - 00011,23.1,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/20/2011,10:45,Grab,Water,1,Temperature - 00011,23.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/27/2011,12:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0,m,0.1,m,,,,Alton Pond,
WW01,08/27/2011,12:00,,,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,08/27/2011,12:00,Grab,Water,0.2,Temperature - 00011,22.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,08/27/2011,12:00,Grab,Water,1,Temperature - 00011,23.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/05/2011,13:15,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,09/05/2011,13:15,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,09/05/2011,13:15,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0,m,0.1,m,,,,Alton Pond,
WW01,09/05/2011,13:15,,,,Secchi Depth - 00069,1.9,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,09/05/2011,13:15,Grab,Water,0.2,Temperature - 00011,22.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/05/2011,13:15,Grab,Water,1,Temperature - 00011,23,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/11/2011,11:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,m,,0,m,0.1,m,,,,Alton Pond,
WW01,09/11/2011,11:30,,,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,09/11/2011,11:30,Grab,Water,0.2,Temperature - 00011,19.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/11/2011,11:30,Grab,Water,1,Temperature - 00011,19.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/17/2011,12:40,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,09/17/2011,12:40,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,09/17/2011,12:40,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0,m,0.1,m,,,,Alton Pond,
WW01,09/17/2011,12:40,,,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,09/17/2011,12:40,Grab,Water,0.2,Temperature - 00011,19.2,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/17/2011,12:40,Grab,Water,1,Temperature - 00011,19.9,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/25/2011,13:50,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0,m,0.1,m,,,,Alton Pond,
WW01,09/25/2011,13:50,,,,Secchi Depth - 00069,1.9,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,09/25/2011,13:50,Grab,Water,0.2,Temperature - 00011,20.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,09/25/2011,13:50,Grab,Water,1,Temperature - 00011,21.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/02/2011,13:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,10/02/2011,13:30,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,10/02/2011,13:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0,m,0.1,m,,,,Alton Pond,
WW01,10/02/2011,13:30,,,,Secchi Depth - 00069,1.8,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/02/2011,13:30,Grab,Water,0.2,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/02/2011,13:30,Grab,Water,1,Temperature - 00011,20.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/09/2011,11:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.8,m,,0,m,0.1,m,,,,Alton Pond,
WW01,10/09/2011,11:00,,,,Secchi Depth - 00069,2.0,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/09/2011,11:00,Grab,Water,0.2,Temperature - 00011,14.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/09/2011,11:00,Grab,Water,1,Temperature - 00011,15.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,Chloride - 00940,20,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Alton Pond,
WW01,10/15/2011,10:10,Replicate,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Alton Pond,
WW01,10/15/2011,10:10,,,,"Depth to bottom from water surface at sampling location, meters - 82903",3.8,m,,0,m,0.1,m,,,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,0.5,Enterococci - 31639,200.5,MPN/100ml,Z,1,MPN/100ml,1,MPN/100ml,URIWW,,Actual value greater than reported value.,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.145,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.515,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Phosphorus, Dissolved - 00666",7,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,"Phosphorus, Total - 00665",24,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Alton Pond,
WW01,10/15/2011,10:10,,,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,0.2,Temperature - 00011,16.3,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW01,10/15/2011,10:10,Grab,Water,1,Temperature - 00011,17,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Alton Pond,
WW02,05/19/2011,10:30,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,Chloride - 00940,15,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,Chloride - 00940,16,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Digital,Barber Pond,
WW02,05/19/2011,10:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",5.2,m,,0,m,0.1,m,,,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,Dissolved Oxygen - 00300,4.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,0.5,Enterococci - 31639,19.2,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.390,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,"Nitrogen, Total (unfiltered) - 00600",0.450,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Barber Pond,
WW02,05/19/2011,10:30,Grab,Water,4,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Barber Pond,
