WW ID,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter #,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed
WW145,6/18/2017,12:30,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",2.0,ug/l,U,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,6.2,"Phosphorus, Dissolved - 00666",2.0,ug/l,U,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,1.0,"Phosphorus, Total - 00665",18.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,6.2,"Phosphorus, Total - 00665",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Composite,Water,,Secchi Depth - 00069,4.75,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,1.0,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,6/18/2017,12:30,Grab,Water,6.2,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,6.3,Dissolved Oxygen - 00300,5.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Composite,Water,,Secchi Depth - 00069,4.23,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,0.1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/2/2017,12:00,Grab,Water,6.3,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/9/2017,12:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.9,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/9/2017,12:00,Composite,Water,,Secchi Depth - 00069,4.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/9/2017,12:00,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/9/2017,12:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/9/2017,12:00,Grab,Water,6.5,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,Alkalinity - 00410,8.34,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.9,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,Dissolved Oxygen - 00300,5.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.445,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,"Nitrogen, Total (unfiltered) - 00600",0.945,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,pH - 00400,6.79,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",2.0,ug/l,U,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,"Phosphorus, Dissolved - 00666",15.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,"Phosphorus, Total - 00665",18.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,"Phosphorus, Total - 00665",59.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Composite,Water,,Secchi Depth - 00069,2.6,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/15/2017,9:00,Grab,Water,6.5,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/22/2017,14:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/22/2017,14:00,Composite,Water,,Secchi Depth - 00069,3.13,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/22/2017,14:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/22/2017,14:00,Grab,Water,1.0,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/22/2017,14:00,Grab,Water,6.5,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,6.2,Dissolved Oxygen - 00300,7.45,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Composite,Water,,Secchi Depth - 00069,2.4,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,1.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,7/30/2017,11:30,Grab,Water,6.2,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.9,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,1.0,Dissolved Oxygen - 00300,8.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,6.5,Dissolved Oxygen - 00300,6.55,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Composite,Water,,Secchi Depth - 00069,2.93,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/6/2017,11:15,Grab,Water,6.5,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.6,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,6.1,Dissolved Oxygen - 00300,5.65,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Composite,Water,,Secchi Depth - 00069,3.15,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,0.1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/13/2017,12:00,Grab,Water,6.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/19/2017,14:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.7,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/19/2017,14:00,Composite,Water,,Secchi Depth - 00069,3.15,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/19/2017,14:00,Grab,Water,0.1,Temperature - 00011,24.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/19/2017,14:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,8/19/2017,14:00,Grab,Water,6.2,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.7,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,1.0,Dissolved Oxygen - 00300,8.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,6.2,Dissolved Oxygen - 00300,8.25,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Composite,Water,,Secchi Depth - 00069,3.13,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,0.1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,1.0,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/4/2017,10:30,Grab,Water,6.2,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,6.2,Dissolved Oxygen - 00300,8.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Composite,Water,,Secchi Depth - 00069,2.9,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,0.1,Temperature - 00011,20.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,1.0,Temperature - 00011,20.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/10/2017,12:00,Grab,Water,6.2,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/16/2017,14:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
WW145,9/16/2017,14:00,Composite,Water,,Secchi Depth - 00069,3.9,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Ed Adamowski,,TA
