Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,Unnamed: 18
WW143,8/7/2013, 12:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",11.95,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Grab,Water,11.0,Dissolved Oxygen - 00300,0.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Composite,Water,,Secchi Depth - 00069,1.94,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Grab,Water,11.0,Temperature - 00011,14.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Grab,Water,0.1,Temperature - 00011,25.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/7/2013, 12:30:00 PM,Grab,Water,1.0,Temperature - 00011,25.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/14/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",11.8,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Grab,Water,10.0,Dissolved Oxygen - 00300,0.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,9.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.08,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Grab,Water,10.0,Temperature - 00011,14.4,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Grab,Water,0.1,Temperature - 00011,25.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/14/2013, 2:00:00 PM,Grab,Water,1.0,Temperature - 00011,25.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,Alkalinity - 00410,27.6,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",11.9,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Grab,Water,11.0,Dissolved Oxygen - 00300,0.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,8/24/2013,,Grab,Water,0.5,Enterococci - 31639,10.0,MPN/100ml,,2.0,MPN/100ml,2.0,MPN/100ml,URIWW,,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.21,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.605,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,"Nitrogen, Total (unfiltered) - 00600",0.765,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,pH - 00400,6.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,pH - 00400,7.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",3.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,8/24/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",20.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,8/24/2013,,Grab,Water,11.0,"Phosphorus, Total - 00665",36.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Composite,Water,,Secchi Depth - 00069,2.98,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Grab,Water,11.0,Temperature - 00011,14.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Grab,Water,1.0,Temperature - 00011,24.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,8/24/2013, 12:15:00 PM,Grab,Water,0.1,Temperature - 00011,25.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/4/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",10.8,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,10.0,Dissolved Oxygen - 00300,0.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,7.0,Dissolved Oxygen - 00300,1.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Composite,Water,,Secchi Depth - 00069,2.78,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,10.0,Temperature - 00011,13.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,0.1,Temperature - 00011,22.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/4/2013, 1:15:00 PM,Grab,Water,1.0,Temperature - 00011,22.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,Alkalinity - 00410,28.6,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",28.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",11.8,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,11.0,Dissolved Oxygen - 00300,4.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,6.0,Dissolved Oxygen - 00300,8.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Scott Pond,
WW143,9/28/2013,,Grab,Water,0.5,Enterococci - 31639,19.2,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,"Nitrogen, Ammonia Dissolved as N - 00608",2.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.565,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,"Nitrogen, Total (unfiltered) - 00600",2.3,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,pH - 00400,7.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",9.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,"Phosphorus, Dissolved - 00666",157.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,9/28/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,9/28/2013,,Grab,Water,11.0,"Phosphorus, Total - 00665",204.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.16,m,,0.1,m,0.1,m,,,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,11.0,Temperature - 00011,13.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,0.1,Temperature - 00011,20.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,9/28/2013, 12:00:00 PM,Grab,Water,1.0,Temperature - 00011,20.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Scott Pond,
WW143,10/19/2013,,Grab,Water,1.0,Chloride - 00940,87.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,Alkalinity - 00410,29.6,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,Chloride - 00940,94.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,0.5,Enterococci - 31639,2.0,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.58,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,"Nitrogen, Total (unfiltered) - 00600",0.725,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,pH - 00400,7.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,pH - 00400,7.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Scott Pond,
